,Open,High,Low,Close,Adjusted close,Volume,Dividend amount,Split coefficient,Return,MA_7,MA_30
2004-04-27,90.65,91.99,90.56,91.11,46.7814341655575,4768000.0,0.0,1.0,0.007519628441888582,91.05857142857143,92.37366666666667
2004-04-28,90.3,90.98,90.21,90.41,46.4220114466914,4706000.0,0.0,1.0,-0.007683020524640538,90.84,92.30566666666667
2004-04-29,90.01,90.26,88.19,89.08,45.7391082808459,7763200.0,0.0,1.0,-0.014710762083840256,90.61571428571429,92.16199999999999
2004-04-30,89.01,89.2,88.01,88.17,45.2718587463199,5019500.0,0.0,1.0,-0.010215536596317909,90.1742857142857,92.006
2004-05-03,88.13,88.52,87.2012,88.02,45.1948395922772,6070100.0,0.0,1.0,-0.0017012589316094395,89.78571428571429,91.886
2004-05-04,88.02,89.74,88.0,89.0,45.6980313986897,5451800.0,0.0,1.0,0.011133833219722833,89.46000000000001,91.81866666666666
2004-05-05,89.75,89.75,88.51,88.96,45.6774929576117,4402300.0,0.0,1.0,-0.0004494382022472987,89.25,91.74
2004-05-06,88.1,89.1,87.59,88.36,45.461839326292,4319100.0,0.18,1.0,-0.006744604316546665,88.85714285714286,91.62633333333333
2004-05-07,87.75,89.4,87.62,88.19,45.3743731347408,5407400.0,0.0,1.0,-0.001923947487550981,88.53999999999999,91.48633333333333
2004-05-10,87.6,88.1025,86.37,86.88,44.7003689527869,6692400.0,0.0,1.0,-0.014854291869826564,88.22571428571428,91.28999999999999
2004-05-11,87.2,88.15,86.82,87.13,44.8289957050682,6575000.0,0.0,1.0,0.0028775322283609572,88.07714285714285,91.105
2004-05-12,87.25,87.25,85.12,86.81,44.6643534621481,8445800.0,0.0,1.0,-0.003672673017330319,87.90428571428572,90.92133333333332
2004-05-13,86.79,87.41,86.26,87.19,44.8598661256157,4708400.0,0.0,1.0,0.004377375878354961,87.64571428571428,90.76633333333332
2004-05-14,86.65,87.35,86.07,86.41,44.4585506584981,5197800.0,0.0,1.0,-0.008945980043583046,87.28142857142858,90.56766666666667
2004-05-17,85.3,86.03,85.15,85.53,44.005784490468,5700000.0,0.0,1.0,-0.010184006480731367,86.87714285714286,90.27866666666667
2004-05-18,86.08,86.49,86.0,86.06,44.2784732053043,4401100.0,0.0,1.0,0.006196656144042967,86.57285714285715,90.008
2004-05-19,87.4,88.88,86.5,87.05,44.7878351443382,7431800.0,0.0,1.0,0.011503602138043245,86.59714285714286,89.78633333333333
2004-05-20,87.06,87.95,87.05,87.42,44.9782027377144,4031500.0,0.0,1.0,0.004250430786904236,86.63857142857141,89.59766666666668
2004-05-21,87.59,88.18,86.91,87.13,44.8289957050682,5130000.0,0.0,1.0,-0.003317318691375082,86.6842857142857,89.39799999999998
2004-05-24,87.75,87.84,86.55,87.1,44.8135604947944,3778100.0,0.0,1.0,-0.00034431309537474863,86.67142857142856,89.17666666666668
2004-05-25,86.75,88.92,86.55,88.7,45.6367717093945,5358100.0,0.0,1.0,0.018369690011481143,86.99857142857142,89.032
2004-05-26,88.64,88.85,88.04,88.35,45.4566942562008,4308200.0,0.0,1.0,-0.003945885005637084,87.40142857142857,88.85366666666665
2004-05-27,88.75,89.08,87.98,88.59,45.5801759383908,4094600.0,0.0,1.0,0.0027164685908320774,87.76285714285714,88.67433333333334
2004-05-28,88.48,88.85,88.25,88.59,45.5801759383908,3203800.0,0.0,1.0,0.0,87.98285714285714,88.55133333333333
2004-06-01,88.09,88.48,87.3,88.12,45.338357644102,4884300.0,0.0,1.0,-0.005305339203070303,88.08285714285715,88.424
2004-06-02,88.64,88.64,87.89,87.98,45.2663266628245,3912600.0,0.0,1.0,-0.0015887426236950164,88.20428571428572,88.33500000000001
2004-06-03,87.85,88.1,87.35,87.35,44.9421872470757,3011500.0,0.0,1.0,-0.007160718345078587,88.24000000000001,88.20466666666667
2004-06-04,87.95,88.49,87.5,87.56,45.050233718992,3803400.0,0.0,1.0,0.0024041213508874115,88.07714285714285,88.09866666666667
2004-06-07,88.75,88.99,88.01,88.64,45.605901288847,4264500.0,0.0,1.0,0.012334399269072538,88.11857142857143,88.01066666666665
2004-06-08,88.64,90.5,88.4,90.04,46.3262111016222,5400300.0,0.0,1.0,0.015794223826714804,88.32571428571428,87.99766666666667
2004-06-09,89.9,90.55,89.81,90.09,46.3519364520784,5233400.0,0.0,1.0,0.0005553087516658728,88.53999999999999,87.96366666666667
2004-06-10,90.23,90.75,89.891,90.46,46.5423040454547,3468700.0,0.0,1.0,0.004107004107003931,88.87428571428572,87.96533333333333
2004-06-14,90.05,90.58,89.62,90.07,46.3416463118959,4121400.0,0.0,1.0,-0.00431129781118722,89.17285714285713,87.99833333333335
2004-06-15,90.49,91.21,90.2315,90.54,46.5834646061847,4508300.0,0.0,1.0,0.005218163650494212,89.62857142857142,88.07733333333334
2004-06-16,90.25,90.93,90.09,90.38,46.5011434847247,3145700.0,0.0,1.0,-0.0017671747294014661,90.03142857142858,88.156
2004-06-17,90.5,90.56,90.07,90.44,46.5320139052722,4180200.0,0.0,1.0,0.0006638636866562742,90.28857142857143,88.204
2004-06-18,90.2,90.8,89.9,90.06,46.3365012418047,6470800.0,0.0,1.0,-0.004201680672268893,90.29142857142858,88.24066666666667
2004-06-21,90.4,90.43,89.31,89.49,46.0432322466034,3843400.0,0.0,1.0,-0.006329113924050667,90.2057142857143,88.27833333333334
2004-06-22,89.28,90.24,89.13,90.02,46.3159209614396,4149300.0,0.0,1.0,0.005922449435691091,90.14285714285714,88.33933333333333
2004-06-23,90.1,90.84,89.84,90.79,46.712091358466,4354700.0,0.0,1.0,0.008553654743390426,90.24571428571429,88.46966666666667
2004-06-24,90.28,90.92,89.84,89.99,46.3004857511659,4069400.0,0.0,1.0,-0.00881154312148924,90.16714285714285,88.56500000000001
2004-06-25,89.95,90.23,88.94,89.55,46.0741026671509,5604700.0,0.0,1.0,-0.004889432159128737,90.04857142857142,88.65633333333334
2004-06-28,89.71,89.9,88.36,88.71,45.6419167794858,4423200.0,0.0,1.0,-0.009380234505862672,89.80142857142857,88.70700000000001
2004-06-29,88.35,88.49,87.9,88.29,45.4258238356533,4394800.0,0.0,1.0,-0.004734528238078961,89.54857142857142,88.76966666666665
2004-06-30,88.3,88.5,87.7,88.15,45.3537928543758,4724000.0,0.0,1.0,-0.0015856835428701421,89.35714285714286,88.857
2004-07-01,88.28,88.44,86.57,87.5,45.0193632984444,5093900.0,0.0,1.0,-0.007373794668179334,88.99714285714286,88.905
2004-07-02,87.45,87.55,86.6,87.04,44.7826900742469,2874500.0,0.0,1.0,-0.005257142857142738,88.46142857142857,88.90466666666666
2004-07-06,86.5,86.73,85.13,85.7,44.0932506820193,6408100.0,0.0,1.0,-0.015395220588235281,87.84857142857143,88.84733333333334
2004-07-07,85.3,85.94,85.05,85.35,43.9131732288255,5677300.0,0.0,1.0,-0.0040840140023338245,87.24857142857142,88.78800000000001
2004-07-08,85.0,85.01,83.58,83.65,43.0385113133129,7529000.0,0.0,1.0,-0.01991798476859974,86.5257142857143,88.673
2004-07-09,84.4,84.5,83.51,83.89,43.1619929955029,6595200.0,0.0,1.0,0.0028690974297669314,85.89714285714287,88.51266666666668
2004-07-12,84.0,85.25,83.42,84.95,43.7073704251755,6009200.0,0.0,1.0,0.01263559423054006,85.43999999999998,88.39933333333333
2004-07-13,85.9,86.09,85.2,85.25,43.861722527913,6001000.0,0.0,1.0,0.0035314891112419033,85.11857142857143,88.288
2004-07-14,84.84,85.24,83.78,84.13,43.2854746776929,6298600.0,0.0,1.0,-0.013137829912023502,84.70285714285714,88.13933333333333
2004-07-15,84.13,84.63,83.61,84.02,43.2288789066892,7086500.0,0.0,1.0,-0.0013075002971592031,84.46285714285715,88.00266666666667
2004-07-16,86.05,86.48,84.28,84.28,43.3626507290617,10441400.0,0.0,1.0,0.003094501309212072,84.30999999999999,87.87933333333334
2004-07-19,84.5,85.85,84.4,85.3,43.8874478783693,6596000.0,0.0,1.0,0.012102515424774474,84.5457142857143,87.81099999999999
2004-07-20,85.63,86.49,85.3,86.36,44.4328253080419,5651300.0,0.0,1.0,0.012426729191090224,84.89857142857143,87.771
2004-07-21,86.75,87.11,85.3,85.3,43.8874478783693,5534000.0,0.0,1.0,-0.01227420101899035,84.94857142857143,87.65966666666667
2004-07-22,85.0,86.4,84.68,86.06,44.2784732053043,5972600.0,0.0,1.0,0.008909730363423352,85.0642857142857,87.52700000000002
2004-07-23,85.7,86.06,84.5,84.85,43.655919724263,4309400.0,0.0,1.0,-0.014059958168719633,85.16714285714285,87.35233333333333
2004-07-26,84.85,85.58,84.51,85.09,43.779401406453,4517500.0,0.0,1.0,0.0028285209192693284,85.32000000000001,87.17333333333333
2004-07-27,85.6,86.3,85.45,85.88,44.1858619436618,4098500.0,0.0,1.0,0.009284287225290733,85.54857142857144,87.03366666666666
2004-07-28,85.88,86.28,84.88,85.85,44.1704267333881,6566200.0,0.0,1.0,-0.00034932463903125655,85.62714285714286,86.87733333333333
2004-07-29,86.25,87.22,86.23,86.77,44.6437731817831,4232300.0,0.0,1.0,0.010716365754222412,85.68571428571428,86.75699999999999
2004-07-30,86.45,87.4,86.3875,87.07,44.7981252845207,3508500.0,0.0,1.0,0.0034574161576581552,85.93857142857142,86.64466666666667
2004-08-02,86.87,87.39,86.42,86.69,44.6026126210531,3408400.0,0.0,1.0,-0.004364304582519796,86.02857142857144,86.53233333333333
2004-08-03,86.7,86.8,85.44,85.71,44.0983957521106,4147200.0,0.0,1.0,-0.01130464874841397,86.15142857142857,86.40633333333334
2004-08-04,85.3,86.65,85.25,85.97,44.2321675744831,4160600.0,0.0,1.0,0.003033485007583714,86.27714285714285,86.27133333333333
2004-08-05,85.97,86.42,85.01,85.19,43.8308521073655,3879900.0,0.0,1.0,-0.00907293241828544,86.17857142857143,86.08466666666666
2004-08-06,84.38,84.76,83.42,83.48,43.0436563834041,5219200.0,0.18,1.0,-0.02007277849512845,85.83999999999999,85.86766666666666
2004-08-09,83.48,83.96,82.87,83.55,43.0797495308267,3621100.0,0.0,1.0,0.0008385241974124824,85.38,85.66766666666668
2004-08-10,84.0,84.99,83.81,84.99,43.8222371349487,4351000.0,0.0,1.0,0.017235188509874266,85.08285714285715,85.54366666666667
2004-08-11,83.7,83.98,83.1,83.69,43.1519358256719,5288000.0,0.0,1.0,-0.015295917166725514,84.6542857142857,85.39033333333333
2004-08-12,83.05,83.05,81.9,82.21,42.3888235658799,7134900.0,0.0,1.0,-0.017684311148285392,84.1542857142857,85.19233333333334
2004-08-13,82.54,83.94,82.51,83.91,43.2653714318572,5801900.0,0.0,1.0,0.020678749543851183,83.86,85.07266666666666
2004-08-16,83.7,84.56,83.51,84.02,43.3220892349499,4361500.0,0.0,1.0,0.0013109283756405077,83.69285714285715,84.972
2004-08-17,84.1,84.54,83.66,84.04,43.3324015627849,3559400.0,0.0,1.0,0.0002380385622471337,83.77285714285713,84.91666666666666
2004-08-18,83.6,85.13,83.57,85.13,43.8944234297939,4397500.0,0.0,1.0,0.012970014278914643,83.99857142857142,84.90933333333332
2004-08-19,84.75,85.35,84.45,84.89,43.7706754957736,4704500.0,0.0,1.0,-0.0028192176670973623,83.98428571428572,84.95066666666665
2004-08-20,84.52,85.25,84.52,85.25,43.9562973968041,4501400.0,0.0,1.0,0.004240782188714709,84.20714285714287,84.996
2004-08-23,85.23,85.45,84.65,84.65,43.6469275617532,4260600.0,0.0,1.0,-0.007038123167155352,84.55571428571429,84.986
2004-08-24,85.0,85.15,84.35,84.71,43.6778645452583,2710400.0,0.0,1.0,0.0007088009450677557,84.67,84.968
2004-08-25,85.0,85.27,84.55,85.07,43.8634864462888,4405600.0,0.0,1.0,0.00424979341282028,84.82000000000001,84.99933333333334
2004-08-26,85.0,85.04,84.69,84.69,43.6675522174233,3134400.0,0.0,1.0,-0.00446690960385554,84.91285714285713,85.02166666666668
2004-08-27,84.65,84.95,84.59,84.94,43.7964563153611,2444800.0,0.0,1.0,0.0029519423780848264,84.88571428571429,85.04366666666667
2004-08-30,84.57,84.99,84.39,84.4,43.5180234638154,2277900.0,0.0,1.0,-0.006357428773251628,84.8157142857143,85.01366666666667
2004-08-31,84.55,84.69,83.65,84.69,43.6675522174233,3399500.0,0.0,1.0,0.00343601895734591,84.73571428571428,84.958
2004-09-01,84.05,85.09,84.01,84.22,43.4252125133002,4748500.0,0.0,1.0,-0.005549651670799349,84.67428571428572,84.92200000000001
2004-09-02,84.22,84.78,83.85,84.57,43.6056782504131,3380400.0,0.0,1.0,0.00415578247447157,84.65428571428572,84.87233333333332
2004-09-03,84.3,84.69,83.96,84.39,43.5128672998979,3479800.0,0.0,1.0,-0.0021284143313230475,84.55714285714285,84.857
2004-09-07,84.7,85.44,84.6,84.97,43.8119248071137,4002800.0,0.0,1.0,0.0068728522336769515,84.59714285714287,84.85300000000001
2004-09-08,84.9,86.51,84.88,85.86,44.2708233957724,5721200.0,0.0,1.0,0.010474285041779385,84.72857142857143,84.85233333333333
2004-09-09,85.86,86.79,85.86,86.44,44.5698809029882,4517400.0,0.0,1.0,0.00675518285581167,85.02,84.87200000000001
2004-09-10,86.43,87.0,86.25,86.76,44.7348781483486,3753500.0,0.0,1.0,0.003701989819528073,85.3157142857143,84.87166666666667
2004-09-13,87.0,87.28,86.08,86.49,44.5956617225758,4801400.0,0.0,1.0,-0.003112033195020847,85.63999999999999,84.85233333333333
2004-09-14,86.6,86.88,86.15,86.72,44.7142534926786,3953500.0,0.0,1.0,0.0026592669672795832,85.94714285714285,84.85333333333332
2004-09-15,85.94,86.5,85.89,86.37,44.5337877555656,4631200.0,0.0,1.0,-0.0040359778597784945,86.23,84.87533333333333
2004-09-16,86.2,86.96,85.93,86.12,44.4048836576278,3623000.0,0.0,1.0,-0.0028945235614218356,86.39428571428572,84.88033333333334
2004-09-17,86.4,86.5,85.44,85.74,44.2089494287622,6198700.0,0.0,1.0,-0.004412447747329407,86.37714285714286,84.89866666666667
2004-09-20,85.4,86.43,85.4,85.7,44.1883247730922,4380400.0,0.0,1.0,-0.0004665267086539915,86.27142857142859,84.97266666666665
2004-09-21,85.7,86.11,85.34,85.72,44.1986371009272,4049700.0,0.0,1.0,0.00023337222870467578,86.12285714285714,85.045
2004-09-22,85.35,85.44,84.17,84.31,43.4716179885578,5037100.0,0.0,1.0,-0.016448903406439563,85.81142857142858,85.02233333333334
2004-09-23,84.04,84.27,83.24,83.88,43.2499029401047,4801200.0,0.0,1.0,-0.005100225358794952,85.4057142857143,85.02866666666667
2004-09-24,83.8,84.74,83.78,84.43,43.5334919555679,4899500.0,0.0,1.0,0.006556986170720203,85.12857142857142,85.10266666666666
2004-09-27,84.1,84.44,83.98,84.16,43.3942755297951,4650300.0,0.0,1.0,-0.0031979154329031534,84.84857142857143,85.111
2004-09-28,84.35,84.65,83.88,84.48,43.5592727751555,3874200.0,0.0,1.0,0.0038022813688214363,84.66857142857144,85.12633333333333
2004-09-29,84.48,84.98,84.15,84.98,43.8170809710312,4204500.0,0.0,1.0,0.005918560606060552,84.5657142857143,85.15766666666667
2004-09-30,85.14,85.98,85.01,85.74,44.2089494287622,5198000.0,0.0,1.0,0.008943280771946283,84.56857142857143,85.17800000000001
2004-10-01,85.95,86.98,85.88,86.72,44.7142534926786,4538000.0,0.0,1.0,0.011429904362024734,84.91285714285713,85.239
2004-10-04,87.0,88.1,86.72,87.16,44.9411247050492,5001400.0,0.0,1.0,0.005073800738007339,85.38142857142857,85.30266666666668
2004-10-05,87.95,88.03,87.13,87.32,45.0236233277294,5150700.0,0.0,1.0,0.0018357044515833199,85.79428571428572,85.39166666666667
2004-10-06,87.14,88.1,87.1,88.04,45.3948671297904,3984400.0,0.0,1.0,0.008245533669262617,86.34857142857142,85.50266666666667
2004-10-07,88.04,88.1,87.4,87.42,45.0751849669045,3076900.0,0.0,1.0,-0.007042253521126862,86.76857142857145,85.58099999999999
2004-10-08,87.43,87.91,86.51,86.71,44.7090973287611,4090000.0,0.0,1.0,-0.008121711278883614,87.01571428571428,85.64833333333333
2004-10-11,86.77,87.2,86.27,86.63,44.667848017421,3016300.0,0.0,1.0,-0.0009226156152692955,87.14285714285714,85.70466666666667
2004-10-12,86.02,86.2,85.58,86.0,44.3430096906176,4626600.0,0.0,1.0,-0.007272307514717746,87.03999999999999,85.75800000000001
2004-10-13,86.26,86.48,84.43,84.98,43.8170809710312,6651400.0,0.0,1.0,-0.011860465116279029,86.72857142857143,85.76766666666667
2004-10-14,84.75,84.98,84.3,84.78,43.7139576926809,4233700.0,0.0,1.0,-0.002353494939985934,86.36571428571428,85.78633333333332
2004-10-15,84.78,85.25,84.6,84.85,43.7500508401035,5928500.0,0.0,1.0,0.0008256664307619843,85.91,85.79566666666666
2004-10-18,84.3,86.15,84.29,85.92,44.3017603792775,7182600.0,0.0,1.0,0.012610489098409117,85.69571428571429,85.84666666666665
2004-10-19,88.2,89.73,88.0,89.37,46.0806369308197,13692200.0,0.0,1.0,0.040153631284916225,86.07571428571428,85.99333333333334
2004-10-20,88.45,89.19,88.29,88.82,45.7970479153564,6926800.0,0.0,1.0,-0.006154190444220831,86.38857142857144,86.092
2004-10-21,88.4,88.76,87.66,88.1,45.4258041132955,6137500.0,0.0,1.0,-0.008106282368835815,86.68857142857144,86.14733333333332
2004-10-22,88.22,88.45,87.29,87.39,45.059716475152,5988700.0,0.0,1.0,-0.008059023836549328,87.03285714285714,86.16833333333334
2004-10-25,87.36,88.9,87.31,88.43,45.5959575225734,5774500.0,0.0,1.0,0.011900675134454808,87.55428571428571,86.23299999999999
2004-10-26,88.33,89.57,88.25,89.0,45.8898588658717,7335800.0,0.0,1.0,0.006445776320253227,88.14714285714285,86.309
2004-10-27,88.58,90.27,88.5,90.0,46.4054752576231,6035100.0,0.0,1.0,0.011235955056179803,88.73,86.43
2004-10-28,89.8,90.24,89.43,89.5,46.1476670617474,4226500.0,0.0,1.0,-0.005555555555555536,88.74857142857142,86.54266666666666
2004-10-29,89.4,89.9,88.95,89.75,46.2765711596852,4518500.0,0.0,1.0,0.0027932960893854997,88.88142857142857,86.67633333333333
2004-11-01,89.33,90.6,89.23,90.11,46.4621930607157,5160600.0,0.0,1.0,0.004011142061281392,89.16857142857143,86.82333333333334
2004-11-02,89.55,91.22,89.5,90.47,46.6478149617462,5388700.0,0.0,1.0,0.003995117079125476,89.60857142857142,86.98166666666665
2004-11-03,91.25,91.9,90.97,91.2,47.0242149277247,6553300.0,0.0,1.0,0.008068973140267444,90.00428571428571,87.21133333333334
2004-11-04,91.05,92.7,90.82,92.38,47.6326422699913,6951600.0,0.0,1.0,0.012938596491228083,90.48714285714287,87.49466666666666
2004-11-05,92.4,93.52,92.4,93.28,48.0966970225675,6708400.0,0.0,1.0,0.009742368478025565,90.9557142857143,87.78966666666666
2004-11-08,92.5,93.7,92.5,93.37,48.2359134483404,4907300.0,0.18,1.0,0.0009648370497428171,91.50857142857144,88.09666666666666
2004-11-09,93.0,93.95,93.0,93.37,48.2359134483404,4513100.0,0.0,1.0,0.0,92.0257142857143,88.393
2004-11-10,92.92,94.3,92.92,93.61,48.3598999453695,6258400.0,0.0,1.0,0.0025704187640569476,92.5257142857143,88.68066666666667
2004-11-11,93.6,95.22,93.54,94.79,48.9695002224289,7453400.0,0.0,1.0,0.012605490866360425,93.14285714285714,88.98233333333333
2004-11-12,94.66,95.5,94.56,95.32,49.2433037367014,4958400.0,0.0,1.0,0.005591307099904963,93.73142857142855,89.269
2004-11-15,95.08,96.0,94.8,95.92,49.553269979274,4887600.0,0.0,1.0,0.006294586655476442,94.23714285714287,89.56099999999999
2004-11-16,95.25,95.5,94.65,94.89,49.0211612628577,5684100.0,0.0,1.0,-0.01073811509591327,94.46714285714286,89.81333333333333
2004-11-17,95.3,96.63,95.3,95.46,49.3156291933017,6353200.0,0.0,1.0,0.006006955422067639,94.76571428571428,90.06066666666668
2004-11-18,95.36,95.7,95.03,95.1,49.1296494477581,4655900.0,0.0,1.0,-0.0037712130735386706,95.01285714285713,90.31666666666666
2004-11-19,94.95,95.16,94.25,94.45,48.7938526849711,5679100.0,0.0,1.0,-0.006834910620399537,95.13285714285713,90.57466666666666
2004-11-22,94.3,95.4,94.16,95.11,49.134815551801,5814100.0,0.0,1.0,0.00698782424563249,95.17857142857143,90.85733333333333
2004-11-23,94.7,95.37,94.55,95.28,49.2226393205299,5529900.0,0.0,1.0,0.0017874040584586748,95.17285714285715,91.16666666666667
2004-11-24,95.04,95.79,95.0375,95.46,49.3156291933017,3750600.0,0.0,1.0,0.0018891687657429657,95.10714285714286,91.516
2004-11-26,95.05,95.38,94.58,94.72,48.9333374941288,2204300.0,0.0,1.0,-0.007751937984496027,95.08285714285714,91.84733333333334
2004-11-29,94.94,96.38,94.94,95.5,49.3362936094732,5699800.0,0.0,1.0,0.00823479729729737,95.08857142857141,92.20233333333333
2004-11-30,95.15,95.65,94.24,94.24,48.6853645000707,5870300.0,0.0,1.0,-0.013193717277486972,94.96571428571428,92.47966666666667
2004-12-01,94.5,96.07,94.47,95.88,49.5326055631025,5664500.0,0.0,1.0,0.017402376910016892,95.16999999999999,92.69666666666666
2004-12-02,95.65,96.78,95.49,95.76,49.470612314588,5152300.0,0.0,1.0,-0.0012515644555693983,95.26285714285713,92.92800000000001
2004-12-03,96.55,97.63,96.55,97.08,50.1525380482477,7026800.0,0.0,1.0,0.013784461152882121,95.52,93.22733333333333
2004-12-06,96.88,97.9,96.65,97.67,50.4573381867774,5263000.0,0.0,1.0,0.0060774618871035635,95.83571428571427,93.57
2004-12-07,97.7,98.25,95.99,96.1,49.6462598520458,6477100.0,0.0,1.0,-0.016074536705231957,96.03285714285713,93.82566666666666
2004-12-08,96.43,97.35,95.77,96.65,49.930395574404,5310700.0,0.0,1.0,0.005723204994797282,96.19714285714288,94.08066666666667
2004-12-09,96.2,97.6,95.71,97.51,50.3746805220914,5713700.0,0.0,1.0,0.008898085876875239,96.66428571428573,94.33099999999999
2004-12-10,96.1,97.99,96.1,96.67,49.9407277824898,4188300.0,0.0,1.0,-0.00861450107681272,96.77714285714286,94.57
2004-12-13,96.85,97.2,96.08,96.45,49.8270734935465,4799500.0,0.0,1.0,-0.0022757835936692006,96.8757142857143,94.79333333333334
2004-12-14,96.3,97.7,96.2884,97.31,50.2713584412339,4493200.0,0.0,1.0,0.008916537065837282,96.90857142857143,95.03333333333333
2004-12-15,96.92,97.7,96.81,97.33,50.2816906493196,3914500.0,0.0,1.0,0.00020552872263901456,96.86000000000001,95.262
2004-12-16,96.8,98.15,96.8,97.45,50.3436838978341,5660100.0,0.0,1.0,0.0012329189355799741,97.05285714285715,95.47033333333333
2004-12-17,97.0,98.0,96.2,96.2,49.6979208924745,8853100.0,0.0,1.0,-0.012827090815803022,96.98857142857143,95.59766666666668
2004-12-20,96.35,97.57,96.35,96.55,49.8787345339752,4769900.0,0.0,1.0,0.0036382536382535413,96.85142857142856,95.70666666666666
2004-12-21,96.59,97.15,96.51,97.02,50.1215414239904,4841800.0,0.0,1.0,0.004867944070429786,96.90142857142857,95.82833333333333
2004-12-22,97.35,97.98,97.29,97.61,50.4263415625202,4950100.0,0.0,1.0,0.006081220366934703,97.06714285714284,95.96966666666667
2004-12-23,97.5,98.0,97.5,97.72,50.4831687069918,3590600.0,0.0,1.0,0.001126933715807743,97.12571428571428,96.10666666666667
2004-12-27,97.69,97.97,97.38,97.5,50.3695144180485,3262900.0,0.0,1.0,-0.0022513303315595534,97.14999999999999,96.19700000000002
2004-12-28,97.4,98.55,97.37,98.3,50.7828027414787,4336400.0,0.0,1.0,0.008205128205128087,97.27142857142859,96.29633333333332
2004-12-29,97.81,98.47,97.8,98.18,50.7208094929642,3296300.0,0.0,1.0,-0.0012207527975583998,97.55428571428571,96.37166666666666
2004-12-30,98.1,99.0,98.07,98.3,50.7828027414787,3812400.0,0.0,1.0,0.0012222448563861121,97.80428571428571,96.48533333333333
2004-12-31,98.6,98.91,98.49,98.58,50.9274536546792,2793200.0,0.0,1.0,0.002848423194303118,98.02714285714285,96.58933333333333
2005-01-03,98.97,99.1,97.25,97.75,50.4986670191204,5295200.0,0.0,1.0,-0.008419557719618553,98.04714285714286,96.67766666666667
2005-01-04,97.74,98.42,96.52,96.7,49.9562260946184,5711000.0,0.0,1.0,-0.01074168797953956,97.90142857142858,96.75266666666668
2005-01-05,96.6,97.83,96.4,96.5,49.8529040137608,5646700.0,0.0,1.0,-0.0020682523267838704,97.75857142857144,96.799
2005-01-06,96.54,96.98,96.05,96.2,49.6979208924745,4561700.0,0.0,1.0,-0.0031088082901553626,97.45857142857142,96.82966666666667
2005-01-07,96.5,96.8,95.47,95.78,49.4809445226737,6200700.0,0.0,1.0,-0.004365904365904338,97.11571428571428,96.84033333333333
2005-01-10,95.78,96.09,95.24,95.68,49.429283482245,4625100.0,0.0,1.0,-0.0010440593025683453,96.74142857142859,96.87233333333333
2005-01-11,95.68,95.79,94.71,95.0,49.0779884073293,4746400.0,0.0,1.0,-0.0071070234113712605,96.23,96.85566666666666
2005-01-12,95.0,95.28,94.06,95.21,49.1864765922297,5828600.0,0.0,1.0,0.0022105263157894406,95.86714285714287,96.88799999999999
2005-01-13,95.39,96.2,93.7,94.45,48.7938526849711,5339400.0,0.0,1.0,-0.00798235479466436,95.54571428571428,96.84033333333333
2005-01-14,94.01,94.25,93.55,94.1,48.6130390434704,5520800.0,0.0,1.0,-0.0037056643726840477,95.20285714285714,96.78500000000001
2005-01-18,93.65,95.34,93.62,94.9,49.0263273669006,8492100.0,0.0,1.0,0.008501594048884398,95.01714285714286,96.71233333333333
2005-01-19,94.95,95.15,92.93,93.1,48.0964286391827,7352700.0,0.0,1.0,-0.018967334035827288,94.63428571428571,96.56
2005-01-20,92.61,93.84,92.6,93.0,48.044767598754,5708600.0,0.0,1.0,-0.0010741138560687036,94.25142857142858,96.45666666666666
2005-01-21,93.0,93.3,92.23,92.38,47.7244691480956,7002600.0,0.0,1.0,-0.00666666666666671,93.87714285714286,96.31433333333332
2005-01-24,92.7,92.85,91.76,91.79,47.4196690095659,6537300.0,0.0,1.0,-0.006386663780038826,93.38857142857141,96.12366666666667
2005-01-25,91.98,92.59,91.95,92.19,47.626313171281,5070700.0,0.0,1.0,0.004357773177906088,93.0657142857143,95.97433333333333
2005-01-26,92.3,92.87,91.94,91.95,47.5023266742519,5352000.0,0.0,1.0,-0.002603319232020729,92.75857142857141,95.82433333333333
2005-01-27,91.5,92.22,91.44,91.98,47.5178249863805,4746900.0,0.0,1.0,0.00032626427406201586,92.34142857142857,95.64666666666668
2005-01-28,92.68,93.59,92.48,92.89,47.9879404542823,5960600.0,0.0,1.0,0.009893455098934467,92.31142857142858,95.49866666666667
2005-01-31,93.65,93.95,93.05,93.42,48.2617439685548,4759900.0,0.0,1.0,0.005705673377112808,92.37142857142858,95.36433333333335
2005-02-01,93.67,94.0,93.37,93.86,48.4890525464414,3637400.0,0.0,1.0,0.004709912224363011,92.58285714285715,95.28633333333332
2005-02-02,93.78,94.35,93.63,94.3,48.716361124328,3597400.0,0.0,1.0,0.004687832942680492,92.94142857142857,95.21133333333334
2005-02-03,93.87,93.94,93.06,93.54,48.3237372170693,3928700.0,0.0,1.0,-0.008059384941675463,93.13428571428572,95.09533333333334
2005-02-04,93.01,94.74,93.0,94.51,48.8248493092284,3807600.0,0.0,1.0,0.010369895231986392,93.5,94.992
2005-02-07,94.35,94.9,94.33,94.53,48.8351815173141,2837800.0,0.0,1.0,0.0002116178182203221,93.86428571428573,94.88566666666665
2005-02-08,94.28,94.64,94.13,94.13,48.7215272283708,3541100.0,0.18,1.0,-0.00423146091187987,94.04142857142858,94.77333333333333
2005-02-09,94.14,94.83,92.54,92.7,47.9813616707742,5657100.0,0.0,1.0,-0.015191756082014174,93.93857142857142,94.58666666666666
